record_id,date,time,station_id,entry_count,exit_count,total_passengers,peak_hour_flag,weekday,holiday_flag,weather_condition,event_near_station,crowd_density_level
PF0088132,2024-11-18,14:00,NGP031,1422,1423,2845,0,Monday,0,Clear,None,Medium
PF0088133,2024-11-18,15:00,NGP031,1529,1529,3058,0,Monday,0,Clear,None,Medium
PF0088134,2024-11-18,16:00,NGP031,1458,1457,2915,0,Monday,0,Clear,None,Medium
PF0088135,2024-11-18,17:00,NGP031,1842,1841,3683,0,Monday,0,Clear,None,Medium
PF0088136,2024-11-18,18:00,NGP031,1724,1724,3448,1,Monday,0,Clear,None,Medium
PF0088137,2024-11-18,19:00,NGP031,1772,1771,3543,1,Monday,0,Clear,None,Medium
PF0088138,2024-11-18,20:00,NGP031,1537,1537,3074,1,Monday,0,Clear,None,Medium
PF0088139,2024-11-18,21:00,NGP031,1416,1417,2833,0,Monday,0,Clear,None,Medium
PF0088140,2024-11-18,22:00,NGP031,1001,1001,2002,0,Monday,0,Clear,None,Low
PF0088141,2024-11-18,23:00,NGP031,876,877,1753,0,Monday,0,Clear,None,Low
PF0088142,2024-11-19,05:00,NGP031,552,553,1105,0,Tuesday,0,Cloudy,None,Low
PF0088143,2024-11-19,06:00,NGP031,970,971,1941,0,Tuesday,0,Cloudy,None,Low
PF0088144,2024-11-19,07:00,NGP031,1391,1391,2782,0,Tuesday,0,Cloudy,None,Medium
PF0088145,2024-11-19,08:00,NGP031,1787,1787,3574,1,Tuesday,0,Cloudy,None,Medium
PF0088146,2024-11-19,09:00,NGP031,1758,1758,3516,1,Tuesday,0,Cloudy,None,Medium
PF0088147,2024-11-19,10:00,NGP031,1683,1683,3366,1,Tuesday,0,Cloudy,None,Medium
PF0088148,2024-11-19,11:00,NGP031,1390,1391,2781,0,Tuesday,0,Cloudy,None,Medium
PF0088149,2024-11-19,12:00,NGP031,1264,1263,2527,0,Tuesday,0,Cloudy,None,Medium
PF0088150,2024-11-19,13:00,NGP031,1646,1647,3293,0,Tuesday,0,Cloudy,None,Medium
PF0088151,2024-11-19,14:00,NGP031,1290,1289,2579,0,Tuesday,0,Cloudy,None,Medium
PF0088152,2024-11-19,15:00,NGP031,1088,1089,2177,0,Tuesday,0,Cloudy,None,Low
PF0088153,2024-11-19,16:00,NGP031,1290,1289,2579,0,Tuesday,0,Cloudy,None,Medium
PF0088154,2024-11-19,17:00,NGP031,1805,1805,3610,0,Tuesday,0,Cloudy,None,Medium
PF0088155,2024-11-19,18:00,NGP031,1424,1423,2847,1,Tuesday,0,Cloudy,None,Medium
PF0088156,2024-11-19,19:00,NGP031,1718,1718,3436,1,Tuesday,0,Cloudy,None,Medium
PF0088157,2024-11-19,20:00,NGP031,1427,1427,2854,1,Tuesday,0,Cloudy,None,Medium
PF0088158,2024-11-19,21:00,NGP031,1507,1507,3014,0,Tuesday,0,Cloudy,None,Medium
PF0088159,2024-11-19,22:00,NGP031,932,931,1863,0,Tuesday,0,Cloudy,None,Low
PF0088160,2024-11-19,23:00,NGP031,928,927,1855,0,Tuesday,0,Cloudy,None,Low
PF0088161,2024-11-20,05:00,NGP031,610,611,1221,0,Wednesday,0,Clear,None,Low
PF0088162,2024-11-20,06:00,NGP031,1008,1008,2016,0,Wednesday,0,Clear,None,Low
PF0088163,2024-11-20,07:00,NGP031,1701,1701,3402,0,Wednesday,0,Clear,None,Medium
PF0088164,2024-11-20,08:00,NGP031,1600,1600,3200,1,Wednesday,0,Clear,None,Medium
PF0088165,2024-11-20,09:00,NGP031,1536,1535,3071,1,Wednesday,0,Clear,None,Medium
PF0088166,2024-11-20,10:00,NGP031,1407,1407,2814,1,Wednesday,0,Clear,None,Medium
PF0088167,2024-11-20,11:00,NGP031,1138,1137,2275,0,Wednesday,0,Clear,None,Low
PF0088168,2024-11-20,12:00,NGP031,1072,1071,2143,0,Wednesday,0,Clear,None,Low
PF0088169,2024-11-20,13:00,NGP031,1166,1167,2333,0,Wednesday,0,Clear,None,Low
PF0088170,2024-11-20,14:00,NGP031,1062,1061,2123,0,Wednesday,0,Clear,None,Low
PF0088171,2024-11-20,15:00,NGP031,1156,1156,2312,0,Wednesday,0,Clear,None,Low
PF0088172,2024-11-20,16:00,NGP031,1345,1345,2690,0,Wednesday,0,Clear,None,Medium
PF0088173,2024-11-20,17:00,NGP031,1729,1729,3458,0,Wednesday,0,Clear,None,Medium
PF0088174,2024-11-20,18:00,NGP031,1469,1469,2938,1,Wednesday,0,Clear,None,Medium
PF0088175,2024-11-20,19:00,NGP031,1788,1787,3575,1,Wednesday,0,Clear,None,Medium
PF0088176,2024-11-20,20:00,NGP031,1158,1157,2315,1,Wednesday,0,Clear,None,Low
PF0088177,2024-11-20,21:00,NGP031,1148,1148,2296,0,Wednesday,0,Clear,None,Low
PF0088178,2024-11-20,22:00,NGP031,1032,1032,2064,0,Wednesday,0,Clear,None,Low
PF0088179,2024-11-20,23:00,NGP031,810,809,1619,0,Wednesday,0,Clear,None,Low
PF0088180,2024-11-21,05:00,NGP031,662,663,1325,0,Thursday,0,Cloudy,None,Low
PF0088181,2024-11-21,06:00,NGP031,950,950,1900,0,Thursday,0,Cloudy,None,Low
PF0088182,2024-11-21,07:00,NGP031,1829,1829,3658,0,Thursday,0,Cloudy,None,Medium
PF0088183,2024-11-21,08:00,NGP031,2041,2041,4082,1,Thursday,0,Cloudy,None,High
PF0088184,2024-11-21,09:00,NGP031,1300,1300,2600,1,Thursday,0,Cloudy,None,Medium
PF0088185,2024-11-21,10:00,NGP031,1630,1629,3259,1,Thursday,0,Cloudy,None,Medium
PF0088186,2024-11-21,11:00,NGP031,1270,1271,2541,0,Thursday,0,Cloudy,None,Medium
PF0088187,2024-11-21,12:00,NGP031,1301,1301,2602,0,Thursday,0,Cloudy,None,Medium
PF0088188,2024-11-21,13:00,NGP031,1304,1303,2607,0,Thursday,0,Cloudy,None,Medium
PF0088189,2024-11-21,14:00,NGP031,1212,1212,2424,0,Thursday,0,Cloudy,None,Medium
PF0088190,2024-11-21,15:00,NGP031,1302,1301,2603,0,Thursday,0,Cloudy,None,Medium
PF0088191,2024-11-21,16:00,NGP031,1771,1771,3542,0,Thursday,0,Cloudy,None,Medium
PF0088192,2024-11-21,17:00,NGP031,2076,2075,4151,0,Thursday,0,Cloudy,None,High
PF0088193,2024-11-21,18:00,NGP031,1735,1735,3470,1,Thursday,0,Cloudy,None,Medium
PF0088194,2024-11-21,19:00,NGP031,1470,1470,2940,1,Thursday,0,Cloudy,None,Medium
PF0088195,2024-11-21,20:00,NGP031,1496,1497,2993,1,Thursday,0,Cloudy,None,Medium
PF0088196,2024-11-21,21:00,NGP031,1276,1275,2551,0,Thursday,0,Cloudy,None,Medium
PF0088197,2024-11-21,22:00,NGP031,1255,1255,2510,0,Thursday,0,Cloudy,None,Medium
PF0088198,2024-11-21,23:00,NGP031,772,771,1543,0,Thursday,0,Cloudy,None,Low
PF0088199,2024-11-22,05:00,NGP031,513,513,1026,0,Friday,0,Clear,None,Low
PF0088200,2024-11-22,06:00,NGP031,979,979,1958,0,Friday,0,Clear,None,Low
PF0088201,2024-11-22,07:00,NGP031,1572,1572,3144,0,Friday,0,Clear,None,Medium
PF0088202,2024-11-22,08:00,NGP031,1526,1527,3053,1,Friday,0,Clear,None,Medium
PF0088203,2024-11-22,09:00,NGP031,1642,1643,3285,1,Friday,0,Clear,None,Medium
PF0088204,2024-11-22,10:00,NGP031,1584,1584,3168,1,Friday,0,Clear,None,Medium
PF0088205,2024-11-22,11:00,NGP031,1068,1068,2136,0,Friday,0,Clear,None,Low
PF0088206,2024-11-22,12:00,NGP031,1250,1249,2499,0,Friday,0,Clear,None,Medium
PF0088207,2024-11-22,13:00,NGP031,1294,1293,2587,0,Friday,0,Clear,None,Medium
PF0088208,2024-11-22,14:00,NGP031,1344,1345,2689,0,Friday,0,Clear,None,Medium
PF0088209,2024-11-22,15:00,NGP031,1210,1211,2421,0,Friday,0,Clear,None,Medium
PF0088210,2024-11-22,16:00,NGP031,1700,1701,3401,0,Friday,0,Clear,None,Medium
PF0088211,2024-11-22,17:00,NGP031,1601,1601,3202,0,Friday,0,Clear,None,Medium
PF0088212,2024-11-22,18:00,NGP031,1820,1820,3640,1,Friday,0,Clear,None,Medium
PF0088213,2024-11-22,19:00,NGP031,1874,1873,3747,1,Friday,0,Clear,None,Medium
PF0088214,2024-11-22,20:00,NGP031,1097,1097,2194,1,Friday,0,Clear,None,Low
PF0088215,2024-11-22,21:00,NGP031,1458,1458,2916,0,Friday,0,Clear,None,Medium
PF0088216,2024-11-22,22:00,NGP031,938,937,1875,0,Friday,0,Clear,None,Low
PF0088217,2024-11-22,23:00,NGP031,805,805,1610,0,Friday,0,Clear,None,Low
PF0088218,2024-11-23,05:00,NGP031,630,631,1261,0,Saturday,0,Clear,None,Low
PF0088219,2024-11-23,06:00,NGP031,906,906,1812,0,Saturday,0,Clear,None,Low
PF0088220,2024-11-23,07:00,NGP031,1314,1315,2629,0,Saturday,0,Clear,None,Medium
PF0088221,2024-11-23,08:00,NGP031,1656,1656,3312,1,Saturday,0,Clear,None,Medium
PF0088222,2024-11-23,09:00,NGP031,1541,1541,3082,1,Saturday,0,Clear,None,Medium
PF0088223,2024-11-23,10:00,NGP031,1192,1193,2385,1,Saturday,0,Clear,None,Low
PF0088224,2024-11-23,11:00,NGP031,1272,1273,2545,0,Saturday,0,Clear,None,Medium
PF0088225,2024-11-23,12:00,NGP031,1176,1176,2352,0,Saturday,0,Clear,None,Low
PF0088226,2024-11-23,13:00,NGP031,958,959,1917,0,Saturday,0,Clear,None,Low
PF0088227,2024-11-23,14:00,NGP031,1123,1123,2246,0,Saturday,0,Clear,None,Low
PF0088228,2024-11-23,15:00,NGP031,1175,1175,2350,0,Saturday,0,Clear,None,Low
PF0088229,2024-11-23,16:00,NGP031,1273,1273,2546,0,Saturday,0,Clear,None,Medium
PF0088230,2024-11-23,17:00,NGP031,1268,1268,2536,0,Saturday,0,Clear,None,Medium
PF0088231,2024-11-23,18:00,NGP031,1305,1305,2610,1,Saturday,0,Clear,None,Medium
PF0088232,2024-11-23,19:00,NGP031,1414,1413,2827,1,Saturday,0,Clear,None,Medium
PF0088233,2024-11-23,20:00,NGP031,1374,1374,2748,1,Saturday,0,Clear,None,Medium
PF0088234,2024-11-23,21:00,NGP031,1269,1269,2538,0,Saturday,0,Clear,None,Medium
PF0088235,2024-11-23,22:00,NGP031,814,813,1627,0,Saturday,0,Clear,None,Low
PF0088236,2024-11-23,23:00,NGP031,714,713,1427,0,Saturday,0,Clear,None,Low
PF0088237,2024-11-24,05:00,NGP031,448,449,897,0,Sunday,0,Clear,None,Low
PF0088238,2024-11-24,06:00,NGP031,944,943,1887,0,Sunday,0,Clear,None,Low
PF0088239,2024-11-24,07:00,NGP031,1526,1526,3052,0,Sunday,0,Clear,None,Medium
PF0088240,2024-11-24,08:00,NGP031,1670,1670,3340,1,Sunday,0,Clear,None,Medium
PF0088241,2024-11-24,09:00,NGP031,1474,1473,2947,1,Sunday,0,Clear,None,Medium
PF0088242,2024-11-24,10:00,NGP031,1281,1281,2562,1,Sunday,0,Clear,None,Medium
PF0088243,2024-11-24,11:00,NGP031,1094,1095,2189,0,Sunday,0,Clear,None,Low
PF0088244,2024-11-24,12:00,NGP031,1102,1101,2203,0,Sunday,0,Clear,None,Low
PF0088245,2024-11-24,13:00,NGP031,1138,1139,2277,0,Sunday,0,Clear,None,Low
PF0088246,2024-11-24,14:00,NGP031,1094,1095,2189,0,Sunday,0,Clear,None,Low
PF0088247,2024-11-24,15:00,NGP031,1134,1135,2269,0,Sunday,0,Clear,None,Low
PF0088248,2024-11-24,16:00,NGP031,1175,1175,2350,0,Sunday,0,Clear,None,Low
PF0088249,2024-11-24,17:00,NGP031,1582,1582,3164,0,Sunday,0,Clear,None,Medium
PF0088250,2024-11-24,18:00,NGP031,1608,1608,3216,1,Sunday,0,Clear,None,Medium
PF0088251,2024-11-24,19:00,NGP031,1892,1891,3783,1,Sunday,0,Clear,None,Medium
PF0088252,2024-11-24,20:00,NGP031,1391,1391,2782,1,Sunday,0,Clear,None,Medium
PF0088253,2024-11-24,21:00,NGP031,1118,1119,2237,0,Sunday,0,Clear,None,Low
PF0088254,2024-11-24,22:00,NGP031,1099,1099,2198,0,Sunday,0,Clear,None,Low
PF0088255,2024-11-24,23:00,NGP031,864,864,1728,0,Sunday,0,Clear,None,Low
PF0088256,2024-11-25,05:00,NGP031,586,586,1172,0,Monday,0,Haze,None,Low
PF0088257,2024-11-25,06:00,NGP031,1236,1235,2471,0,Monday,0,Haze,None,Medium
PF0088258,2024-11-25,07:00,NGP031,1524,1523,3047,0,Monday,0,Haze,None,Medium
PF0088259,2024-11-25,08:00,NGP031,1448,1448,2896,1,Monday,0,Haze,None,Medium
PF0088260,2024-11-25,09:00,NGP031,1562,1563,3125,1,Monday,0,Haze,None,Medium
PF0088261,2024-11-25,10:00,NGP031,1383,1383,2766,1,Monday,0,Haze,None,Medium
PF0088262,2024-11-25,11:00,NGP031,1452,1452,2904,0,Monday,0,Haze,None,Medium
PF0088263,2024-11-25,12:00,NGP031,1287,1287,2574,0,Monday,0,Haze,None,Medium
PF0088264,2024-11-25,13:00,NGP031,1278,1277,2555,0,Monday,0,Haze,None,Medium
PF0088265,2024-11-25,14:00,NGP031,1257,1257,2514,0,Monday,0,Haze,None,Medium
PF0088266,2024-11-25,15:00,NGP031,1516,1515,3031,0,Monday,0,Haze,None,Medium
PF0088267,2024-11-25,16:00,NGP031,1445,1445,2890,0,Monday,0,Haze,None,Medium
PF0088268,2024-11-25,17:00,NGP031,1616,1616,3232,0,Monday,0,Haze,None,Medium
PF0088269,2024-11-25,18:00,NGP031,1886,1887,3773,1,Monday,0,Haze,None,Medium
PF0088270,2024-11-25,19:00,NGP031,1714,1715,3429,1,Monday,0,Haze,None,Medium
PF0088271,2024-11-25,20:00,NGP031,1684,1684,3368,1,Monday,0,Haze,None,Medium
PF0088272,2024-11-25,21:00,NGP031,1212,1212,2424,0,Monday,0,Haze,None,Medium
PF0088273,2024-11-25,22:00,NGP031,1072,1073,2145,0,Monday,0,Haze,None,Low
PF0088274,2024-11-25,23:00,NGP031,995,995,1990,0,Monday,0,Haze,None,Low
PF0088275,2024-11-26,05:00,NGP031,601,601,1202,0,Tuesday,0,Clear,None,Low
PF0088276,2024-11-26,06:00,NGP031,1156,1157,2313,0,Tuesday,0,Clear,None,Low
PF0088277,2024-11-26,07:00,NGP031,1247,1247,2494,0,Tuesday,0,Clear,None,Medium
PF0088278,2024-11-26,08:00,NGP031,1811,1811,3622,1,Tuesday,0,Clear,None,Medium
PF0088279,2024-11-26,09:00,NGP031,1576,1577,3153,1,Tuesday,0,Clear,None,Medium
PF0088280,2024-11-26,10:00,NGP031,1606,1607,3213,1,Tuesday,0,Clear,None,Medium
PF0088281,2024-11-26,11:00,NGP031,1122,1123,2245,0,Tuesday,0,Clear,None,Low
PF0088282,2024-11-26,12:00,NGP031,1394,1394,2788,0,Tuesday,0,Clear,None,Medium
PF0088283,2024-11-26,13:00,NGP031,1256,1256,2512,0,Tuesday,0,Clear,None,Medium
PF0088284,2024-11-26,14:00,NGP031,1316,1315,2631,0,Tuesday,0,Clear,None,Medium
PF0088285,2024-11-26,15:00,NGP031,1279,1279,2558,0,Tuesday,0,Clear,None,Medium
PF0088286,2024-11-26,16:00,NGP031,1458,1459,2917,0,Tuesday,0,Clear,None,Medium
PF0088287,2024-11-26,17:00,NGP031,1573,1573,3146,0,Tuesday,0,Clear,None,Medium
PF0088288,2024-11-26,18:00,NGP031,1522,1522,3044,1,Tuesday,0,Clear,None,Medium
PF0088289,2024-11-26,19:00,NGP031,1802,1802,3604,1,Tuesday,0,Clear,None,Medium
PF0088290,2024-11-26,20:00,NGP031,1306,1306,2612,1,Tuesday,0,Clear,None,Medium
PF0088291,2024-11-26,21:00,NGP031,1243,1243,2486,0,Tuesday,0,Clear,None,Medium
PF0088292,2024-11-26,22:00,NGP031,946,945,1891,0,Tuesday,0,Clear,None,Low
PF0088293,2024-11-26,23:00,NGP031,813,813,1626,0,Tuesday,0,Clear,None,Low
PF0088294,2024-11-27,05:00,NGP031,512,513,1025,0,Wednesday,0,Clear,None,Low
PF0088295,2024-11-27,06:00,NGP031,1176,1177,2353,0,Wednesday,0,Clear,None,Low
PF0088296,2024-11-27,07:00,NGP031,1580,1579,3159,0,Wednesday,0,Clear,None,Medium
PF0088297,2024-11-27,08:00,NGP031,1676,1675,3351,1,Wednesday,0,Clear,None,Medium
PF0088298,2024-11-27,09:00,NGP031,1714,1715,3429,1,Wednesday,0,Clear,None,Medium
PF0088299,2024-11-27,10:00,NGP031,1647,1647,3294,1,Wednesday,0,Clear,None,Medium
PF0088300,2024-11-27,11:00,NGP031,1195,1195,2390,0,Wednesday,0,Clear,None,Low
PF0088301,2024-11-27,12:00,NGP031,1429,1429,2858,0,Wednesday,0,Clear,None,Medium
PF0088302,2024-11-27,13:00,NGP031,1174,1173,2347,0,Wednesday,0,Clear,None,Low
PF0088303,2024-11-27,14:00,NGP031,1258,1258,2516,0,Wednesday,0,Clear,None,Medium
PF0088304,2024-11-27,15:00,NGP031,1087,1087,2174,0,Wednesday,0,Clear,None,Low
PF0088305,2024-11-27,16:00,NGP031,1676,1677,3353,0,Wednesday,0,Clear,None,Medium
PF0088306,2024-11-27,17:00,NGP031,1636,1636,3272,0,Wednesday,0,Clear,None,Medium
PF0088307,2024-11-27,18:00,NGP031,1742,1741,3483,1,Wednesday,0,Clear,None,Medium
PF0088308,2024-11-27,19:00,NGP031,1554,1555,3109,1,Wednesday,0,Clear,None,Medium
PF0088309,2024-11-27,20:00,NGP031,1444,1443,2887,1,Wednesday,0,Clear,None,Medium
PF0088310,2024-11-27,21:00,NGP031,1136,1135,2271,0,Wednesday,0,Clear,None,Low
PF0088311,2024-11-27,22:00,NGP031,963,963,1926,0,Wednesday,0,Clear,None,Low
PF0088312,2024-11-27,23:00,NGP031,704,705,1409,0,Wednesday,0,Clear,None,Low
PF0088313,2024-11-28,05:00,NGP031,590,590,1180,0,Thursday,0,Rain,None,Low
PF0088314,2024-11-28,06:00,NGP031,938,938,1876,0,Thursday,0,Rain,None,Low
PF0088315,2024-11-28,07:00,NGP031,1726,1727,3453,0,Thursday,0,Rain,None,Medium
PF0088316,2024-11-28,08:00,NGP031,1432,1432,2864,1,Thursday,0,Rain,None,Medium
PF0088317,2024-11-28,09:00,NGP031,1501,1501,3002,1,Thursday,0,Rain,None,Medium
PF0088318,2024-11-28,10:00,NGP031,1520,1519,3039,1,Thursday,0,Rain,None,Medium
PF0088319,2024-11-28,11:00,NGP031,1088,1089,2177,0,Thursday,0,Rain,None,Low
PF0088320,2024-11-28,12:00,NGP031,1192,1191,2383,0,Thursday,0,Rain,None,Low
PF0088321,2024-11-28,13:00,NGP031,1295,1295,2590,0,Thursday,0,Rain,None,Medium
PF0088322,2024-11-28,14:00,NGP031,1286,1286,2572,0,Thursday,0,Rain,None,Medium
PF0088323,2024-11-28,15:00,NGP031,1212,1212,2424,0,Thursday,0,Rain,None,Medium
PF0088324,2024-11-28,16:00,NGP031,1394,1394,2788,0,Thursday,0,Rain,None,Medium
PF0088325,2024-11-28,17:00,NGP031,1764,1765,3529,0,Thursday,0,Rain,None,Medium
PF0088326,2024-11-28,18:00,NGP031,1805,1805,3610,1,Thursday,0,Rain,None,Medium
PF0088327,2024-11-28,19:00,NGP031,1618,1619,3237,1,Thursday,0,Rain,None,Medium
PF0088328,2024-11-28,20:00,NGP031,1480,1479,2959,1,Thursday,0,Rain,None,Medium
PF0088329,2024-11-28,21:00,NGP031,1142,1143,2285,0,Thursday,0,Rain,None,Low
PF0088330,2024-11-28,22:00,NGP031,1120,1121,2241,0,Thursday,0,Rain,None,Low
PF0088331,2024-11-28,23:00,NGP031,866,866,1732,0,Thursday,0,Rain,None,Low
PF0088332,2024-11-29,05:00,NGP031,583,583,1166,0,Friday,0,Rain,None,Low
PF0088333,2024-11-29,06:00,NGP031,951,951,1902,0,Friday,0,Rain,None,Low
PF0088334,2024-11-29,07:00,NGP031,1662,1662,3324,0,Friday,0,Rain,None,Medium
PF0088335,2024-11-29,08:00,NGP031,1525,1525,3050,1,Friday,0,Rain,None,Medium
PF0088336,2024-11-29,09:00,NGP031,1573,1573,3146,1,Friday,0,Rain,None,Medium
PF0088337,2024-11-29,10:00,NGP031,1229,1229,2458,1,Friday,0,Rain,None,Medium
PF0088338,2024-11-29,11:00,NGP031,1330,1330,2660,0,Friday,0,Rain,None,Medium
PF0088339,2024-11-29,12:00,NGP031,1142,1143,2285,0,Friday,0,Rain,None,Low
PF0088340,2024-11-29,13:00,NGP031,1208,1208,2416,0,Friday,0,Rain,None,Low
PF0088341,2024-11-29,14:00,NGP031,1198,1197,2395,0,Friday,0,Rain,None,Low
PF0088342,2024-11-29,15:00,NGP031,1494,1493,2987,0,Friday,0,Rain,None,Medium
PF0088343,2024-11-29,16:00,NGP031,1661,1661,3322,0,Friday,0,Rain,None,Medium
PF0088344,2024-11-29,17:00,NGP031,1662,1661,3323,0,Friday,0,Rain,None,Medium
PF0088345,2024-11-29,18:00,NGP031,1504,1505,3009,1,Friday,0,Rain,None,Medium
PF0088346,2024-11-29,19:00,NGP031,1630,1631,3261,1,Friday,0,Rain,None,Medium
PF0088347,2024-11-29,20:00,NGP031,1400,1399,2799,1,Friday,0,Rain,None,Medium
PF0088348,2024-11-29,21:00,NGP031,1401,1401,2802,0,Friday,0,Rain,None,Medium
PF0088349,2024-11-29,22:00,NGP031,1268,1267,2535,0,Friday,0,Rain,None,Medium
PF0088350,2024-11-29,23:00,NGP031,832,833,1665,0,Friday,0,Rain,None,Low
PF0088351,2024-11-30,05:00,NGP031,612,612,1224,0,Saturday,0,Clear,None,Low
PF0088352,2024-11-30,06:00,NGP031,1130,1131,2261,0,Saturday,0,Clear,None,Low
PF0088353,2024-11-30,07:00,NGP031,1392,1393,2785,0,Saturday,0,Clear,None,Medium
PF0088354,2024-11-30,08:00,NGP031,1390,1389,2779,1,Saturday,0,Clear,None,Medium
PF0088355,2024-11-30,09:00,NGP031,1496,1495,2991,1,Saturday,0,Clear,None,Medium
PF0088356,2024-11-30,10:00,NGP031,1322,1323,2645,1,Saturday,0,Clear,None,Medium
PF0088357,2024-11-30,11:00,NGP031,1052,1052,2104,0,Saturday,0,Clear,None,Low
PF0088358,2024-11-30,12:00,NGP031,1140,1140,2280,0,Saturday,0,Clear,None,Low
PF0088359,2024-11-30,13:00,NGP031,962,961,1923,0,Saturday,0,Clear,None,Low
PF0088360,2024-11-30,14:00,NGP031,910,909,1819,0,Saturday,0,Clear,None,Low
PF0088361,2024-11-30,15:00,NGP031,1128,1129,2257,0,Saturday,0,Clear,None,Low
PF0088362,2024-11-30,16:00,NGP031,1295,1295,2590,0,Saturday,0,Clear,None,Medium
PF0088363,2024-11-30,17:00,NGP031,1786,1785,3571,0,Saturday,0,Clear,None,Medium
PF0088364,2024-11-30,18:00,NGP031,1442,1443,2885,1,Saturday,0,Clear,None,Medium
PF0088365,2024-11-30,19:00,NGP031,1562,1561,3123,1,Saturday,0,Clear,None,Medium
PF0088366,2024-11-30,20:00,NGP031,1270,1271,2541,1,Saturday,0,Clear,None,Medium
PF0088367,2024-11-30,21:00,NGP031,928,928,1856,0,Saturday,0,Clear,None,Low
PF0088368,2024-11-30,22:00,NGP031,943,943,1886,0,Saturday,0,Clear,None,Low
PF0088369,2024-11-30,23:00,NGP031,775,775,1550,0,Saturday,0,Clear,None,Low
PF0088370,2024-12-01,05:00,NGP031,538,537,1075,0,Sunday,0,Haze,None,Low
PF0088371,2024-12-01,06:00,NGP031,929,929,1858,0,Sunday,0,Haze,None,Low
PF0088372,2024-12-01,07:00,NGP031,1453,1453,2906,0,Sunday,0,Haze,None,Medium
PF0088373,2024-12-01,08:00,NGP031,1476,1476,2952,1,Sunday,0,Haze,None,Medium
PF0088374,2024-12-01,09:00,NGP031,1711,1711,3422,1,Sunday,0,Haze,None,Medium
PF0088375,2024-12-01,10:00,NGP031,1357,1357,2714,1,Sunday,0,Haze,None,Medium
PF0088376,2024-12-01,11:00,NGP031,1259,1259,2518,0,Sunday,0,Haze,None,Medium
PF0088377,2024-12-01,12:00,NGP031,1319,1319,2638,0,Sunday,0,Haze,None,Medium
PF0088378,2024-12-01,13:00,NGP031,1036,1036,2072,0,Sunday,0,Haze,None,Low
PF0088379,2024-12-01,14:00,NGP031,1261,1261,2522,0,Sunday,0,Haze,None,Medium
PF0088380,2024-12-01,15:00,NGP031,1290,1289,2579,0,Sunday,0,Haze,None,Medium
PF0088381,2024-12-01,16:00,NGP031,1471,1471,2942,0,Sunday,0,Haze,None,Medium
PF0088382,2024-12-01,17:00,NGP031,1478,1478,2956,0,Sunday,0,Haze,None,Medium
PF0088383,2024-12-01,18:00,NGP031,1100,1101,2201,1,Sunday,0,Haze,None,Low
PF0088384,2024-12-01,19:00,NGP031,1890,1891,3781,1,Sunday,0,Haze,None,Medium
PF0088385,2024-12-01,20:00,NGP031,1120,1120,2240,1,Sunday,0,Haze,None,Low
PF0088386,2024-12-01,21:00,NGP031,1366,1366,2732,0,Sunday,0,Haze,None,Medium
PF0088387,2024-12-01,22:00,NGP031,838,839,1677,0,Sunday,0,Haze,None,Low
PF0088388,2024-12-01,23:00,NGP031,664,664,1328,0,Sunday,0,Haze,None,Low
PF0088389,2024-12-02,05:00,NGP031,638,638,1276,0,Monday,0,Clear,None,Low
PF0088390,2024-12-02,06:00,NGP031,1048,1047,2095,0,Monday,0,Clear,None,Low
PF0088391,2024-12-02,07:00,NGP031,1798,1799,3597,0,Monday,0,Clear,None,Medium
PF0088392,2024-12-02,08:00,NGP031,1577,1577,3154,1,Monday,0,Clear,None,Medium
PF0088393,2024-12-02,09:00,NGP031,1842,1842,3684,1,Monday,0,Clear,None,Medium
PF0088394,2024-12-02,10:00,NGP031,1552,1552,3104,1,Monday,0,Clear,None,Medium
PF0088395,2024-12-02,11:00,NGP031,1154,1153,2307,0,Monday,0,Clear,None,Low
PF0088396,2024-12-02,12:00,NGP031,1336,1337,2673,0,Monday,0,Clear,None,Medium
PF0088397,2024-12-02,13:00,NGP031,1256,1256,2512,0,Monday,0,Clear,None,Medium
PF0088398,2024-12-02,14:00,NGP031,1416,1415,2831,0,Monday,0,Clear,None,Medium
PF0088399,2024-12-02,15:00,NGP031,1239,1239,2478,0,Monday,0,Clear,None,Medium
PF0088400,2024-12-02,16:00,NGP031,1696,1697,3393,0,Monday,0,Clear,None,Medium
PF0088401,2024-12-02,17:00,NGP031,1752,1751,3503,0,Monday,0,Clear,None,Medium
PF0088402,2024-12-02,18:00,NGP031,1484,1485,2969,1,Monday,0,Clear,None,Medium
PF0088403,2024-12-02,19:00,NGP031,1388,1388,2776,1,Monday,0,Clear,None,Medium
PF0088404,2024-12-02,20:00,NGP031,1748,1747,3495,1,Monday,0,Clear,None,Medium
PF0088405,2024-12-02,21:00,NGP031,1259,1259,2518,0,Monday,0,Clear,None,Medium
PF0088406,2024-12-02,22:00,NGP031,1048,1049,2097,0,Monday,0,Clear,None,Low
PF0088407,2024-12-02,23:00,NGP031,866,865,1731,0,Monday,0,Clear,None,Low
PF0088408,2024-12-03,05:00,NGP031,614,613,1227,0,Tuesday,0,Rain,None,Low
PF0088409,2024-12-03,06:00,NGP031,1038,1039,2077,0,Tuesday,0,Rain,None,Low
PF0088410,2024-12-03,07:00,NGP031,1203,1203,2406,0,Tuesday,0,Rain,None,Low
PF0088411,2024-12-03,08:00,NGP031,1796,1797,3593,1,Tuesday,0,Rain,None,Medium
PF0088412,2024-12-03,09:00,NGP031,1671,1671,3342,1,Tuesday,0,Rain,None,Medium
