station_id,date,hour,day_of_week,previous_hour_passengers,previous_day_average,weather,holiday,event,train_frequency,occupancy,future_crowd_level,future_passenger_count,recommended_train_frequency,congestion_probability
NGP002,2024-11-09,7,Saturday,548,2249.9,Haze,0,None,12,43,Low,1547,12,0.085
NGP002,2024-11-09,8,Saturday,822,2249.9,Haze,0,None,7,63,Medium,2613,8,0.219
NGP002,2024-11-09,9,Saturday,1547,2249.9,Haze,0,None,7,107,Medium,2103,8,0.296
NGP002,2024-11-09,10,Saturday,2613,2249.9,Haze,0,None,7,75,Low,1394,12,0.066
NGP002,2024-11-09,11,Saturday,2103,2249.9,Haze,0,None,12,49,Low,850,12,0.105
NGP002,2024-11-09,12,Saturday,1394,2249.9,Haze,0,None,10,42,Low,913,12,0.071
NGP002,2024-11-09,13,Saturday,850,2249.9,Haze,0,None,12,44,Low,905,12,0.015
NGP002,2024-11-09,14,Saturday,913,2249.9,Haze,0,None,10,37,Low,924,12,0.044
NGP002,2024-11-09,15,Saturday,905,2249.9,Haze,0,None,10,43,Low,982,12,0.098
NGP002,2024-11-09,16,Saturday,924,2249.9,Haze,0,None,15,41,Low,1928,12,0.062
NGP002,2024-11-09,17,Saturday,982,2249.9,Haze,0,None,15,73,Medium,2000,8,0.297
NGP002,2024-11-09,18,Saturday,1928,2249.9,Haze,0,None,7,90,Medium,1996,8,0.289
NGP002,2024-11-09,19,Saturday,2000,2249.9,Haze,0,None,7,80,Low,1650,12,0.057
NGP002,2024-11-09,20,Saturday,1996,2249.9,Haze,0,None,7,80,Low,987,12,0.03
NGP002,2024-11-09,21,Saturday,1650,2249.9,Haze,0,None,15,50,Low,649,12,0.108
NGP002,2024-11-09,22,Saturday,987,2249.9,Haze,0,None,10,27,Low,429,12,0.031
NGP002,2024-11-09,23,Saturday,649,2249.9,Haze,0,None,12,18,Low,429,12,0.029
NGP002,2024-11-10,5,Sunday,186,1235.6,Clear,0,None,10,11,Low,296,12,0.032
NGP002,2024-11-10,6,Sunday,186,1235.6,Clear,0,None,12,20,Low,584,12,0.043
NGP002,2024-11-10,7,Sunday,296,1235.6,Clear,0,None,10,43,Low,947,12,0.05
NGP002,2024-11-10,8,Sunday,584,1235.6,Clear,0,None,5,59,Low,1756,12,0.109
NGP002,2024-11-10,9,Sunday,947,1235.6,Clear,0,None,7,106,Low,1628,12,0.011
NGP002,2024-11-10,10,Sunday,1756,1235.6,Clear,0,None,5,82,Low,670,12,0.098
NGP002,2024-11-10,11,Sunday,1628,1235.6,Clear,0,None,10,54,Low,706,12,0.04
NGP002,2024-11-10,12,Sunday,670,1235.6,Clear,0,None,12,35,Low,629,12,0.031
NGP002,2024-11-10,13,Sunday,706,1235.6,Clear,0,None,10,44,Low,748,12,0.058
NGP002,2024-11-10,14,Sunday,629,1235.6,Clear,0,None,10,35,Low,808,12,0.079
NGP002,2024-11-10,15,Sunday,748,1235.6,Clear,0,None,15,44,Low,702,12,0.015
NGP002,2024-11-10,16,Sunday,808,1235.6,Clear,0,None,10,53,Low,1117,12,0.013
NGP002,2024-11-10,17,Sunday,702,1235.6,Clear,0,None,10,58,Low,1682,12,0.082
NGP002,2024-11-10,18,Sunday,1117,1235.6,Clear,0,None,7,78,Low,1870,12,0.084
NGP002,2024-11-10,19,Sunday,1682,1235.6,Clear,0,None,7,86,Low,1335,12,0.082
NGP002,2024-11-10,20,Sunday,1870,1235.6,Clear,0,None,5,76,Low,926,12,0.058
NGP002,2024-11-10,21,Sunday,1335,1235.6,Clear,0,None,15,57,Low,532,12,0.042
NGP002,2024-11-10,22,Sunday,926,1235.6,Clear,0,None,10,29,Low,372,12,0.061
NGP002,2024-11-10,23,Sunday,532,1235.6,Clear,0,None,10,19,Low,372,12,0.083
NGP002,2024-11-11,5,Monday,446,920.7,Clear,0,None,15,9,Low,797,12,0.024
NGP002,2024-11-11,6,Monday,446,920.7,Clear,0,None,10,22,Low,1749,12,0.062
NGP002,2024-11-11,7,Monday,797,920.7,Clear,0,None,12,40,Medium,2792,8,0.271
NGP002,2024-11-11,8,Monday,1749,920.7,Clear,0,None,5,68,High,4387,5,0.59
NGP002,2024-11-11,9,Monday,2792,920.7,Clear,0,None,5,88,High,3361,5,0.621
NGP002,2024-11-11,10,Monday,4387,920.7,Clear,0,None,7,98,Medium,2528,8,0.244
NGP002,2024-11-11,11,Monday,3361,920.7,Clear,0,None,10,65,Low,1682,12,0.068
NGP002,2024-11-11,12,Monday,2528,920.7,Clear,0,None,12,35,Low,1767,12,0.096
NGP002,2024-11-11,13,Monday,1682,920.7,Clear,0,None,10,38,Low,1596,12,0.105
NGP002,2024-11-11,14,Monday,1767,920.7,Clear,0,None,12,36,Low,1462,12,0.086
NGP002,2024-11-11,15,Monday,1596,920.7,Clear,0,None,12,45,Medium,2002,8,0.228
NGP002,2024-11-11,16,Monday,1462,920.7,Clear,0,None,10,50,Medium,2415,8,0.28
NGP002,2024-11-11,17,Monday,2002,920.7,Clear,0,None,15,59,High,3478,5,0.624
NGP002,2024-11-11,18,Monday,2415,920.7,Clear,0,None,5,99,High,3400,5,0.59
NGP002,2024-11-11,19,Monday,3478,920.7,Clear,0,None,5,82,Medium,3252,8,0.272
NGP002,2024-11-11,20,Monday,3400,920.7,Clear,0,None,7,67,Medium,2238,8,0.295
NGP002,2024-11-11,21,Monday,3252,920.7,Clear,0,None,12,52,Low,1324,12,0.048
NGP002,2024-11-11,22,Monday,2238,920.7,Clear,0,None,15,29,Low,670,12,0.077
NGP002,2024-11-11,23,Monday,1324,920.7,Clear,0,None,15,19,Low,670,12,0.041
NGP002,2024-11-12,5,Tuesday,413,2176.1,Haze,0,None,15,8,Low,1009,12,0.064
NGP002,2024-11-12,6,Tuesday,413,2176.1,Haze,0,None,15,18,Low,1523,12,0.066
NGP002,2024-11-12,7,Tuesday,1009,2176.1,Haze,0,None,12,35,Medium,2957,8,0.294
NGP002,2024-11-12,8,Tuesday,1523,2176.1,Haze,0,None,7,60,High,4524,5,0.649
NGP002,2024-11-12,9,Tuesday,2957,2176.1,Haze,0,None,7,103,Medium,3088,8,0.259
NGP002,2024-11-12,10,Tuesday,4524,2176.1,Haze,0,None,5,86,Medium,2510,8,0.216
NGP002,2024-11-12,11,Tuesday,3088,2176.1,Haze,0,None,15,53,Low,1768,12,0.086
NGP002,2024-11-12,12,Tuesday,2510,2176.1,Haze,0,None,10,45,Low,1560,12,0.041
NGP002,2024-11-12,13,Tuesday,1768,2176.1,Haze,0,None,12,32,Low,1377,12,0.074
NGP002,2024-11-12,14,Tuesday,1560,2176.1,Haze,0,None,12,33,Low,1817,12,0.107
NGP002,2024-11-12,15,Tuesday,1377,2176.1,Haze,0,None,15,44,Low,1659,12,0.082
NGP002,2024-11-12,16,Tuesday,1817,2176.1,Haze,0,None,12,41,Medium,2185,8,0.264
NGP002,2024-11-12,17,Tuesday,1659,2176.1,Haze,0,None,10,64,Medium,3112,8,0.279
NGP002,2024-11-12,18,Tuesday,2185,2176.1,Haze,0,None,7,79,High,3865,5,0.648
NGP002,2024-11-12,19,Tuesday,3112,2176.1,Haze,0,None,5,86,Medium,2718,8,0.227
NGP002,2024-11-12,20,Tuesday,3865,2176.1,Haze,0,None,5,65,Low,1774,12,0.1
NGP002,2024-11-12,21,Tuesday,2718,2176.1,Haze,0,None,10,50,Low,1125,12,0.051
NGP002,2024-11-12,22,Tuesday,1774,2176.1,Haze,0,None,10,27,Low,914,12,0.036
NGP002,2024-11-12,23,Tuesday,1125,2176.1,Haze,0,None,10,17,Low,914,12,0.072
NGP002,2024-11-13,5,Wednesday,446,2099.9,Clear,0,None,15,9,Low,872,12,0.099
NGP002,2024-11-13,6,Wednesday,446,2099.9,Clear,0,None,12,17,Medium,1988,8,0.265
NGP002,2024-11-13,7,Wednesday,872,2099.9,Clear,0,None,10,35,High,3497,5,0.608
NGP002,2024-11-13,8,Wednesday,1988,2099.9,Clear,0,None,5,56,High,3859,5,0.637
NGP002,2024-11-13,9,Wednesday,3497,2099.9,Clear,0,None,5,87,High,3449,5,0.636
NGP002,2024-11-13,10,Wednesday,3859,2099.9,Clear,0,None,5,82,Medium,2393,8,0.231
NGP002,2024-11-13,11,Wednesday,3449,2099.9,Clear,0,None,15,61,Low,1749,12,0.04
NGP002,2024-11-13,12,Wednesday,2393,2099.9,Clear,0,None,12,36,Low,1947,12,0.093
NGP002,2024-11-13,13,Wednesday,1749,2099.9,Clear,0,None,10,44,Low,1521,12,0.078
NGP002,2024-11-13,14,Wednesday,1947,2099.9,Clear,0,None,10,38,Low,1692,12,0.011
NGP002,2024-11-13,15,Wednesday,1521,2099.9,Clear,0,None,15,41,Medium,2103,8,0.229
NGP002,2024-11-13,16,Wednesday,1692,2099.9,Clear,0,None,12,47,High,3424,5,0.653
NGP002,2024-11-13,17,Wednesday,2103,2099.9,Clear,0,None,15,63,High,4186,5,0.637
NGP002,2024-11-13,18,Wednesday,3424,2099.9,Clear,0,None,5,73,High,3810,5,0.621
NGP002,2024-11-13,19,Wednesday,4186,2099.9,Clear,0,None,5,85,High,3696,5,0.587
NGP002,2024-11-13,20,Wednesday,3810,2099.9,Clear,0,None,5,78,Medium,2069,8,0.299
NGP002,2024-11-13,21,Wednesday,3696,2099.9,Clear,0,None,10,51,Low,1315,12,0.077
NGP002,2024-11-13,22,Wednesday,2069,2099.9,Clear,0,None,12,32,Low,742,12,0.092
NGP002,2024-11-13,23,Wednesday,1315,2099.9,Clear,0,None,10,20,Low,742,12,0.042
NGP002,2024-11-14,5,Thursday,320,2355.7,Clear,0,None,10,8,Low,782,12,0.087
NGP002,2024-11-14,6,Thursday,320,2355.7,Clear,0,None,12,21,Low,1451,12,0.09
NGP002,2024-11-14,7,Thursday,782,2355.7,Clear,0,None,10,45,Medium,2768,8,0.301
NGP002,2024-11-14,8,Thursday,1451,2355.7,Clear,0,None,7,79,High,3759,5,0.598
NGP002,2024-11-14,9,Thursday,2768,2355.7,Clear,0,None,7,99,High,3648,5,0.639
NGP002,2024-11-14,10,Thursday,3759,2355.7,Clear,0,None,5,80,Medium,2481,8,0.309
NGP002,2024-11-14,11,Thursday,3648,2355.7,Clear,0,None,10,65,Low,1733,12,0.1
NGP002,2024-11-14,12,Thursday,2481,2355.7,Clear,0,None,15,37,Low,1731,12,0.047
NGP002,2024-11-14,13,Thursday,1733,2355.7,Clear,0,None,12,41,Low,1829,12,0.03
NGP002,2024-11-14,14,Thursday,1731,2355.7,Clear,0,None,10,39,Low,1630,12,0.031
NGP002,2024-11-14,15,Thursday,1829,2355.7,Clear,0,None,15,42,Low,1762,12,0.077
NGP002,2024-11-14,16,Thursday,1630,2355.7,Clear,0,None,10,52,Medium,3111,8,0.282
NGP002,2024-11-14,17,Thursday,1762,2355.7,Clear,0,None,12,59,High,3733,5,0.567
NGP002,2024-11-14,18,Thursday,3111,2355.7,Clear,0,None,7,93,High,4355,5,0.574
NGP002,2024-11-14,19,Thursday,3733,2355.7,Clear,0,None,5,82,High,3498,5,0.628
NGP002,2024-11-14,20,Thursday,4355,2355.7,Clear,0,None,5,71,Low,1961,12,0.042
NGP002,2024-11-14,21,Thursday,3498,2355.7,Clear,0,None,15,40,Low,1175,12,0.041
NGP002,2024-11-14,22,Thursday,1961,2355.7,Clear,0,None,15,30,Low,972,12,0.077
NGP002,2024-11-14,23,Thursday,1175,2355.7,Clear,0,None,10,22,Low,972,12,0.094
NGP002,2024-11-15,5,Friday,328,2247.3,Clear,1,None,12,8,Low,722,12,0.064
NGP002,2024-11-15,6,Friday,328,2247.3,Clear,1,None,12,19,Low,1649,12,0.045
NGP002,2024-11-15,7,Friday,722,2247.3,Clear,1,None,15,42,Medium,2599,8,0.271
NGP002,2024-11-15,8,Friday,1649,2247.3,Clear,1,None,7,61,High,3569,5,0.611
NGP002,2024-11-15,9,Friday,2599,2247.3,Clear,1,None,7,98,High,3689,5,0.586
NGP002,2024-11-15,10,Friday,3569,2247.3,Clear,1,None,5,95,Medium,2589,8,0.211
NGP002,2024-11-15,11,Friday,3689,2247.3,Clear,1,None,10,65,Low,1542,12,0.019
NGP002,2024-11-15,12,Friday,2589,2247.3,Clear,1,None,12,36,Low,1276,12,0.058
NGP002,2024-11-15,13,Friday,1542,2247.3,Clear,1,None,12,37,Low,1534,12,0.074
NGP002,2024-11-15,14,Friday,1276,2247.3,Clear,1,None,12,37,Low,1579,12,0.044
NGP002,2024-11-15,15,Friday,1534,2247.3,Clear,1,None,15,36,Low,1697,12,0.071
NGP002,2024-11-15,16,Friday,1579,2247.3,Clear,1,None,15,40,Medium,3063,8,0.215
NGP002,2024-11-15,17,Friday,1697,2247.3,Clear,1,None,12,70,High,3599,5,0.563
NGP002,2024-11-15,18,Friday,3063,2247.3,Clear,1,None,5,97,High,3412,5,0.636
NGP002,2024-11-15,19,Friday,3599,2247.3,Clear,1,None,7,98,Medium,3205,8,0.299
NGP002,2024-11-15,20,Friday,3412,2247.3,Clear,1,None,7,77,Medium,2000,8,0.231
NGP002,2024-11-15,21,Friday,3205,2247.3,Clear,1,None,12,42,Low,1065,12,0.101
NGP002,2024-11-15,22,Friday,2000,2247.3,Clear,1,None,15,30,Low,660,12,0.029
NGP002,2024-11-15,23,Friday,1065,2247.3,Clear,1,None,15,18,Low,660,12,0.025
NGP002,2024-11-16,5,Saturday,215,2093.5,Cloudy,0,None,12,10,Low,415,12,0.104
NGP002,2024-11-16,6,Saturday,215,2093.5,Cloudy,0,None,10,17,Low,911,12,0.011
NGP002,2024-11-16,7,Saturday,415,2093.5,Cloudy,0,None,12,37,Low,1509,12,0.061
NGP002,2024-11-16,8,Saturday,911,2093.5,Cloudy,0,None,5,66,Medium,2331,8,0.276
NGP002,2024-11-16,9,Saturday,1509,2093.5,Cloudy,0,None,7,99,Medium,2045,8,0.305
NGP002,2024-11-16,10,Saturday,2331,2093.5,Cloudy,0,None,5,79,Low,1434,12,0.075
NGP002,2024-11-16,11,Saturday,2045,2093.5,Cloudy,0,None,12,59,Low,941,12,0.075
NGP002,2024-11-16,12,Saturday,1434,2093.5,Cloudy,0,None,12,35,Low,979,12,0.105
NGP002,2024-11-16,13,Saturday,941,2093.5,Cloudy,0,None,10,44,Low,809,12,0.065
NGP002,2024-11-16,14,Saturday,979,2093.5,Cloudy,0,None,15,42,Low,984,12,0.05
NGP002,2024-11-16,15,Saturday,809,2093.5,Cloudy,0,None,10,40,Low,1330,12,0.099
NGP002,2024-11-16,16,Saturday,984,2093.5,Cloudy,0,None,10,44,Low,1748,12,0.019
NGP002,2024-11-16,17,Saturday,1330,2093.5,Cloudy,0,None,12,70,Low,1694,12,0.062
NGP002,2024-11-16,18,Saturday,1748,2093.5,Cloudy,0,None,7,98,Medium,2593,8,0.238
NGP002,2024-11-16,19,Saturday,1694,2093.5,Cloudy,0,None,7,100,Low,1915,12,0.085
NGP002,2024-11-16,20,Saturday,2593,2093.5,Cloudy,0,None,7,78,Low,1225,12,0.08
NGP002,2024-11-16,21,Saturday,1915,2093.5,Cloudy,0,None,10,45,Low,611,12,0.065
NGP002,2024-11-16,22,Saturday,1225,2093.5,Cloudy,0,None,10,33,Low,378,12,0.06
NGP002,2024-11-16,23,Saturday,611,2093.5,Cloudy,0,None,12,18,Low,378,12,0.088
NGP002,2024-11-17,5,Sunday,195,1266.7,Clear,0,None,10,11,Low,322,12,0.104
NGP002,2024-11-17,6,Sunday,195,1266.7,Clear,0,None,15,22,Low,620,12,0.09
NGP002,2024-11-17,7,Sunday,322,1266.7,Clear,0,None,12,40,Low,997,12,0.028
NGP002,2024-11-17,8,Sunday,620,1266.7,Clear,0,None,7,56,Low,1395,12,0.079
NGP002,2024-11-17,9,Sunday,997,1266.7,Clear,0,None,7,111,Low,1525,12,0.052
NGP002,2024-11-17,10,Sunday,1395,1266.7,Clear,0,None,5,78,Low,1111,12,0.029
NGP002,2024-11-17,11,Sunday,1525,1266.7,Clear,0,None,10,66,Low,698,12,0.014
NGP002,2024-11-17,12,Sunday,1111,1266.7,Clear,0,None,15,35,Low,668,12,0.014
NGP002,2024-11-17,13,Sunday,698,1266.7,Clear,0,None,12,32,Low,770,12,0.098
NGP002,2024-11-17,14,Sunday,668,1266.7,Clear,0,None,10,39,Low,780,12,0.042
NGP002,2024-11-17,15,Sunday,770,1266.7,Clear,0,None,12,42,Low,768,12,0.078
NGP002,2024-11-17,16,Sunday,780,1266.7,Clear,0,None,12,53,Low,1209,12,0.013
NGP002,2024-11-17,17,Sunday,768,1266.7,Clear,0,None,15,72,Low,1544,12,0.083
NGP002,2024-11-17,18,Sunday,1209,1266.7,Clear,0,None,7,83,Low,1641,12,0.066
NGP002,2024-11-17,19,Sunday,1544,1266.7,Clear,0,None,7,92,Low,1419,12,0.022
NGP002,2024-11-17,20,Sunday,1641,1266.7,Clear,0,None,5,88,Low,973,12,0.061
NGP002,2024-11-17,21,Sunday,1419,1266.7,Clear,0,None,12,51,Low,406,12,0.071
NGP002,2024-11-17,22,Sunday,973,1266.7,Clear,0,None,12,29,Low,347,12,0.025
NGP002,2024-11-17,23,Sunday,406,1266.7,Clear,0,None,12,18,Low,347,12,0.014
NGP002,2024-11-18,5,Monday,409,915.2,Clear,0,None,12,11,Low,787,12,0.034
NGP002,2024-11-18,6,Monday,409,915.2,Clear,0,None,10,18,Low,1738,12,0.031
NGP002,2024-11-18,7,Monday,787,915.2,Clear,0,None,12,33,Medium,2748,8,0.283
NGP002,2024-11-18,8,Monday,1738,915.2,Clear,0,None,5,67,High,3740,5,0.587
NGP002,2024-11-18,9,Monday,2748,915.2,Clear,0,None,5,81,High,3920,5,0.64
NGP002,2024-11-18,10,Monday,3740,915.2,Clear,0,None,7,88,Medium,2114,8,0.249
NGP002,2024-11-18,11,Monday,3920,915.2,Clear,0,None,10,52,Low,1501,12,0.014
NGP002,2024-11-18,12,Monday,2114,915.2,Clear,0,None,10,34,Low,1477,12,0.026
NGP002,2024-11-18,13,Monday,1501,915.2,Clear,0,None,12,37,Low,1888,12,0.05
NGP002,2024-11-18,14,Monday,1477,915.2,Clear,0,None,12,37,Low,1637,12,0.109
NGP002,2024-11-18,15,Monday,1888,915.2,Clear,0,None,10,32,Low,1738,12,0.063
NGP002,2024-11-18,16,Monday,1637,915.2,Clear,0,None,12,48,Medium,2895,8,0.211
NGP002,2024-11-18,17,Monday,1738,915.2,Clear,0,None,12,64,Medium,3221,8,0.227
NGP002,2024-11-18,18,Monday,2895,915.2,Clear,0,None,5,95,High,4149,5,0.601
NGP002,2024-11-18,19,Monday,3221,915.2,Clear,0,None,5,89,Medium,2795,8,0.228
NGP002,2024-11-18,20,Monday,4149,915.2,Clear,0,None,7,66,Low,1708,12,0.078
NGP002,2024-11-18,21,Monday,2795,915.2,Clear,0,None,10,55,Low,1297,12,0.051
NGP002,2024-11-18,22,Monday,1708,915.2,Clear,0,None,15,29,Low,756,12,0.106
NGP002,2024-11-18,23,Monday,1297,915.2,Clear,0,None,10,16,Low,756,12,0.101
NGP002,2024-11-19,5,Tuesday,454,2132.5,Cloudy,0,None,10,10,Low,629,12,0.077
NGP002,2024-11-19,6,Tuesday,454,2132.5,Cloudy,0,None,12,16,Low,1707,12,0.108
NGP002,2024-11-19,7,Tuesday,629,2132.5,Cloudy,0,None,15,44,Medium,2685,8,0.25
NGP002,2024-11-19,8,Tuesday,1707,2132.5,Cloudy,0,None,7,71,High,4330,5,0.644
NGP002,2024-11-19,9,Tuesday,2685,2132.5,Cloudy,0,None,7,109,High,3478,5,0.633
NGP002,2024-11-19,10,Tuesday,4330,2132.5,Cloudy,0,None,7,75,Medium,2568,8,0.229
NGP002,2024-11-19,11,Tuesday,3478,2132.5,Cloudy,0,None,10,68,Low,1569,12,0.078
NGP002,2024-11-19,12,Tuesday,2568,2132.5,Cloudy,0,None,10,40,Low,1629,12,0.069
NGP002,2024-11-19,13,Tuesday,1569,2132.5,Cloudy,0,None,12,37,Low,1825,12,0.048
NGP002,2024-11-19,14,Tuesday,1629,2132.5,Cloudy,0,None,12,37,Low,1623,12,0.041
NGP002,2024-11-19,15,Tuesday,1825,2132.5,Cloudy,0,None,12,40,Low,1891,12,0.086
NGP002,2024-11-19,16,Tuesday,1623,2132.5,Cloudy,0,None,10,42,Medium,2554,8,0.221
NGP002,2024-11-19,17,Tuesday,1891,2132.5,Cloudy,0,None,15,58,High,3808,5,0.648
NGP002,2024-11-19,18,Tuesday,2554,2132.5,Cloudy,0,None,5,88,High,4487,5,0.634
NGP002,2024-11-19,19,Tuesday,3808,2132.5,Cloudy,0,None,5,113,High,3443,5,0.631
NGP002,2024-11-19,20,Tuesday,4487,2132.5,Cloudy,0,None,7,77,Medium,2368,8,0.306
NGP002,2024-11-19,21,Tuesday,3443,2132.5,Cloudy,0,None,10,44,Low,1246,12,0.011
NGP002,2024-11-19,22,Tuesday,2368,2132.5,Cloudy,0,None,12,28,Low,761,12,0.022
NGP002,2024-11-19,23,Tuesday,1246,2132.5,Cloudy,0,None,15,22,Low,761,12,0.093
NGP002,2024-11-20,5,Wednesday,458,2266.1,Clear,0,None,10,9,Low,698,12,0.039
NGP002,2024-11-20,6,Wednesday,458,2266.1,Clear,0,None,15,19,Low,1484,12,0.071
NGP002,2024-11-20,7,Wednesday,698,2266.1,Clear,0,None,12,44,Medium,2846,8,0.294
NGP002,2024-11-20,8,Wednesday,1484,2266.1,Clear,0,None,7,73,High,3621,5,0.629
NGP002,2024-11-20,9,Wednesday,2846,2266.1,Clear,0,None,7,103,High,3827,5,0.609
NGP002,2024-11-20,10,Wednesday,3621,2266.1,Clear,0,None,5,80,Medium,2316,8,0.288
NGP002,2024-11-20,11,Wednesday,3827,2266.1,Clear,0,None,15,55,Low,1784,12,0.067
NGP002,2024-11-20,12,Wednesday,2316,2266.1,Clear,0,None,10,39,Low,1692,12,0.056
NGP002,2024-11-20,13,Wednesday,1784,2266.1,Clear,0,None,15,39,Low,1919,12,0.065
NGP002,2024-11-20,14,Wednesday,1692,2266.1,Clear,0,None,15,38,Low,1329,12,0.062
NGP002,2024-11-20,15,Wednesday,1919,2266.1,Clear,0,None,15,44,Medium,2112,8,0.229
NGP002,2024-11-20,16,Wednesday,1329,2266.1,Clear,0,None,15,57,Medium,2861,8,0.239
NGP002,2024-11-20,17,Wednesday,2112,2266.1,Clear,0,None,10,64,High,3675,5,0.61
NGP002,2024-11-20,18,Wednesday,2861,2266.1,Clear,0,None,7,97,High,3866,5,0.605
NGP002,2024-11-20,19,Wednesday,3675,2266.1,Clear,0,None,5,96,High,3333,5,0.571
NGP002,2024-11-20,20,Wednesday,3866,2266.1,Clear,0,None,5,84,Low,1619,12,0.046
NGP002,2024-11-20,21,Wednesday,3333,2266.1,Clear,0,None,10,46,Low,968,12,0.102
NGP002,2024-11-20,22,Wednesday,1619,2266.1,Clear,0,None,10,32,Low,740,12,0.057
NGP002,2024-11-20,23,Wednesday,968,2266.1,Clear,0,None,12,18,Low,740,12,0.02
NGP002,2024-11-21,5,Thursday,692,2165.7,Cloudy,0,Tech Conference,12,9,Low,1200,12,0.05
NGP002,2024-11-21,6,Thursday,692,2165.7,Cloudy,0,Tech Conference,10,18,Medium,2646,8,0.253
NGP002,2024-11-21,7,Thursday,1200,2165.7,Cloudy,0,Tech Conference,12,37,High,4798,5,0.575
NGP002,2024-11-21,8,Thursday,2646,2165.7,Cloudy,0,Tech Conference,7,68,Critical,6552,3,0.872
NGP002,2024-11-21,9,Thursday,4798,2165.7,Cloudy,0,Tech Conference,7,85,Critical,6388,3,0.861
NGP002,2024-11-21,10,Thursday,6552,2165.7,Cloudy,0,Tech Conference,5,86,High,3803,5,0.599
NGP002,2024-11-21,11,Thursday,6388,2165.7,Cloudy,0,Tech Conference,12,67,Medium,2644,8,0.244
NGP002,2024-11-21,12,Thursday,3803,2165.7,Cloudy,0,Tech Conference,10,39,Medium,2525,8,0.221
NGP002,2024-11-21,13,Thursday,2644,2165.7,Cloudy,0,Tech Conference,12,43,Medium,2910,8,0.245
NGP002,2024-11-21,14,Thursday,2525,2165.7,Cloudy,0,Tech Conference,15,32,Medium,2304,8,0.238
NGP002,2024-11-21,15,Thursday,2910,2165.7,Cloudy,0,Tech Conference,10,37,High,3451,5,0.576
NGP002,2024-11-21,16,Thursday,2304,2165.7,Cloudy,0,Tech Conference,12,53,Critical,5373,3,0.91
NGP002,2024-11-21,17,Thursday,3451,2165.7,Cloudy,0,Tech Conference,12,65,Critical,8465,3,0.945
NGP002,2024-11-21,18,Thursday,5373,2165.7,Cloudy,0,Tech Conference,5,93,Critical,8440,3,0.872
NGP002,2024-11-21,19,Thursday,8465,2165.7,Cloudy,0,Tech Conference,5,81,Critical,7424,3,0.923
NGP002,2024-11-21,20,Thursday,8440,2165.7,Cloudy,0,Tech Conference,7,65,High,4194,5,0.588
NGP002,2024-11-21,21,Thursday,7424,2165.7,Cloudy,0,Tech Conference,15,53,Medium,2213,8,0.307
NGP002,2024-11-21,22,Thursday,4194,2165.7,Cloudy,0,Tech Conference,15,25,Low,1391,12,0.017
NGP002,2024-11-21,23,Thursday,2213,2165.7,Cloudy,0,Tech Conference,15,21,Low,1391,12,0.025
NGP002,2024-11-22,5,Friday,409,4074.4,Clear,0,None,10,10,Low,918,12,0.071
NGP002,2024-11-22,6,Friday,409,4074.4,Clear,0,None,10,17,Low,1621,12,0.087
NGP002,2024-11-22,7,Friday,918,4074.4,Clear,0,None,12,41,Medium,2404,8,0.231
NGP002,2024-11-22,8,Friday,1621,4074.4,Clear,0,None,5,77,High,4048,5,0.66
NGP002,2024-11-22,9,Friday,2404,4074.4,Clear,0,None,5,100,High,3519,5,0.579
NGP002,2024-11-22,10,Friday,4048,4074.4,Clear,0,None,7,94,Medium,2407,8,0.288
NGP002,2024-11-22,11,Friday,3519,4074.4,Clear,0,None,10,67,Low,1689,12,0.058
NGP002,2024-11-22,12,Friday,2407,4074.4,Clear,0,None,10,33,Low,1722,12,0.029
NGP002,2024-11-22,13,Friday,1689,4074.4,Clear,0,None,12,45,Low,1434,12,0.027
NGP002,2024-11-22,14,Friday,1722,4074.4,Clear,0,None,10,35,Low,1612,12,0.017
NGP002,2024-11-22,15,Friday,1434,4074.4,Clear,0,None,15,32,Low,1971,12,0.077
NGP002,2024-11-22,16,Friday,1612,4074.4,Clear,0,None,10,56,Medium,2876,8,0.278
NGP002,2024-11-22,17,Friday,1971,4074.4,Clear,0,None,10,64,High,3772,5,0.572
NGP002,2024-11-22,18,Friday,2876,4074.4,Clear,0,None,7,94,High,3995,5,0.622
NGP002,2024-11-22,19,Friday,3772,4074.4,Clear,0,None,5,100,Medium,2825,8,0.263
NGP002,2024-11-22,20,Friday,3995,4074.4,Clear,0,None,7,85,Medium,1993,8,0.232
NGP002,2024-11-22,21,Friday,2825,4074.4,Clear,0,None,15,45,Low,1348,12,0.077
NGP002,2024-11-22,22,Friday,1993,4074.4,Clear,0,None,10,28,Low,715,12,0.051
NGP002,2024-11-22,23,Friday,1348,4074.4,Clear,0,None,15,16,Low,715,12,0.07
NGP002,2024-11-23,5,Saturday,251,2172.5,Clear,0,None,12,10,Low,368,12,0.063
NGP002,2024-11-23,6,Saturday,251,2172.5,Clear,0,None,15,16,Low,903,12,0.018
NGP002,2024-11-23,7,Saturday,368,2172.5,Clear,0,None,10,42,Low,1453,12,0.05
NGP002,2024-11-23,8,Saturday,903,2172.5,Clear,0,None,5,74,Medium,2207,8,0.229
NGP002,2024-11-23,9,Saturday,1453,2172.5,Clear,0,None,7,82,Medium,2136,8,0.283
NGP002,2024-11-23,10,Saturday,2207,2172.5,Clear,0,None,7,102,Low,1452,12,0.068
NGP002,2024-11-23,11,Saturday,2136,2172.5,Clear,0,None,10,49,Low,998,12,0.048
NGP002,2024-11-23,12,Saturday,1452,2172.5,Clear,0,None,15,34,Low,747,12,0.034
